"tlaID","wikidataID","transliterationLUT","hieroglyphs","lexicalCategoryID","lexicalCategory","additionalLexicalCategoryID","additionalLexicalCategory","genderID","gender","referentTypeID","referentType","senses","sensesLanguage"
"77110","L1382981","mkḥꜣ","𓅓𓂝𓎡𓇉𓄿𓁶","Q24905","verb","","","","","","","to neglect","EN"
"77120","L1386746","mks","","Q1084","noun","","","Q499327","masculine","","","[a scepter]; [document holder?]","EN"
"77140","L1389418","mktr","𓅓𓂝𓎡𓍘𓇋𓏭𓂋𓏤𓊅𓉐","Q1084","noun","","","Q499327","masculine","","","tower (Sem. loan word)","EN"
"77180","L1382944","Mgꜣ","𓅓𓂝𓎼𓄿𓆊","Q147276","proper noun","Q115642037","deity name","","","","","Maga","EN"
"77160","L1388701","mgꜣ","","Q1084","noun","","","Q499327","masculine","","","[a plant (med.)]","EN"
"77170","L1384569","mgꜣ","𓐝𓂝𓎼𓄿𓀔","Q1084","noun","","","Q499327","masculine","","","youthful soldier","EN"
"600648","L1388700","mgr","","Q24905","verb","","","","","","","to roast; to grill","EN"
"77230","L1392653","mgrg","𓅓𓎼𓂋𓍅","Q1084","noun","","","Q499327","masculine","","","[a jar (for oil)]","EN"
"77240","L1389402","mgrt","𓅓𓂝𓎼𓄿𓂋𓏤𓍘𓇋𓊌𓏥","Q1084","noun","","","Q1775415","feminine","","","cave (Sem. loan word)","EN"
"77260","L1390478","mgsp","","Q1084","noun","","","Q499327","masculine","","","crate; basket (Sem. loan word?)","EN"
"77320","L1384127","mt","𓂸𓆇","Q1084","noun","","","Q499327","masculine","","","suppository (med.)","EN"
"77310","L1382038","mt","𓂸𓏏𓄹","Q1084","noun","","","Q499327","masculine","","","vessel (of the body); cord (of muscles, tenons, etc.)","EN"
"883715","L1392757","mt","","Q1084","noun","","","Q499327","masculine","","","[Leinen]","DE"
"77350","L1395214","mt-ꞽfd","","Q1084","noun","","","Q499327","masculine","","","strip of cloth","EN"
"851813","L1390544","mt-šw","","Q1084","noun","","","Q499327","masculine","","","[linen fabric]","EN"
"851815","L1390541","mt-kmꜣ.w","","Q1084","noun","","","Q499327","masculine","","","[linen fabric]","EN"
"77380","L1388152","mtꜣ","𓅓𓂝𓏏𓍔𓄿<g>O30A</g>","Q24905","verb","","","","","","","to skewer","EN"
"77390","L1388153","mtꜣ","𓅓𓏏𓍔𓄿𓊨𓏤","Q1084","noun","","","Q499327","masculine","","","[noun]","EN"
"77400","L1394165","mtꜣy.t","𓅓𓂝𓏏𓍔𓄿𓇋𓇋𓏏<g>O30A</g>","Q1084","noun","","","Q1775415","feminine","","","forked staff","EN"
"77680","L1391871","mtr","𓂸𓏏𓂋𓂭𓂭𓏛","Q1084","noun","","","Q499327","masculine","","","correctness","EN"
"853566","L1394525","mtr","","Q1084","noun","","","Q499327","masculine","","","reliable one","EN"
"77420","L1391732","mtꞽ","𓂸𓏏𓏭𓂭𓂭𓏛","Q34698","adjective","","","","","","","correct; precise","EN"
"400854","L1391708","mtꞽ","𓂸𓏏𓏭𓂭𓂭𓏛","Q24905","verb","","","","","","","to be precise; to be correct","EN"
"858168","L1395779","mtr","","Q380057","adverb","","","","","","","very","EN"
"77440","L1395512","mtꞽ","𓅓𓍘𓇋𓍢","Q1084","noun","","","Q499327","masculine","","","cord","EN"
"868013","L1396985","mtr.t","","Q1084","noun","","","Q1775415","feminine","","","suitability, eligibility","EN"
"851285","L1394658","mtr.t-ꞽb","","Q1084","noun","","","Q1775415","feminine","","","sincerity, veracity","EN"
"855705","L1394526","mtr-n-zꜣ","","Q1084","noun","","","Q499327","masculine","","","controller of a priestly phyle","EN"
"77460","L1394659","mtry.t","𓂸𓏏𓇋𓇋𓏏𓂭𓂭","Q1084","noun","","","Q1775415","feminine","","","rectitude","EN"
"600030","L1381782","mtw","𓅓𓏏𓅱","Q184943","grammatical particle","","","","","","","[introduction for the conjunctive]","EN"
"854515","L1387238","mtw.t","","Q1084","noun","","","Q1775415","feminine","","","liquid","EN"
"888164","L1390546","mtw.t-kꜣ","","Q1084","noun","","","Q1775415","feminine","","","Wahrheit","DE"
"889016","L1390547","mtwꜣ","","Q1084","noun","","","Q499327","masculine","","","[Öl]","DE"
"77510","L1392758","mtbr","","Q1084","noun","","","Q499327","masculine","","","field of battle","EN"
"77520","L1388150","mtpn.t","𓂸𓏏𓊪𓈖𓏏","Q1084","noun","","","Q1775415","feminine","","","dagger sheath","EN"
"77540","L1386235","mtmt","𓂸𓏏𓂸𓏏𓄔𓀁","Q24905","verb","","","","","","","to discuss","EN"
"77550","L1389462","mtmt","𓂸𓏏𓂸𓏏𓉐","Q1084","noun","","","Q499327","masculine","","","gossip","EN"
"77560","L1383600","mtn","𓂸𓏏𓈖𓂭𓂭𓏛","Q24905","verb","","","","","","","to reward; to recompense","EN"
"77570","L1388149","mtn","𓅓𓂝𓂧𓈖𓏌𓏲𓂷𓂡𓍼𓏥","Q1084","noun","","","Q499327","masculine","","","tax list","EN"
"77580","L1390542","mtn","","Q24905","verb","","","","","","","to cut off; to dismember","EN"
"77590","L1395639","mtny.t","𓂸𓏏𓈖𓇋𓇋𓏏","Q1084","noun","","","Q1775415","feminine","","","ax; knife","EN"
"77620","L1384534","mtnw.t","𓂸𓏏𓏌𓏏𓏛","Q1084","noun","","","Q1775415","feminine","","","reward; recompense","EN"
"851533","L1387742","mtr","","Q1084","noun","","","","","","","[Pehu waters or a canal in the 4th Lower Egyptian Nome]","EN"
"77640","L1382325","mtr","𓂸𓏏𓂋𓂭𓂭","Q24905","verb","","","","","","","to be present; to witness; to instruct","EN"
"77650","L1384653","mtr","𓂸𓏏𓂋𓂭𓂭","Q1084","noun","","","","","","","presence; vicinity","EN"
"77690","L1383458","mtr","𓂸𓏏𓂋𓏲𓂭𓂭𓈗𓈘𓈇","Q1084","noun","","","Q499327","masculine","","","flood","EN"
"77760","L1382653","mtr.w","𓂸𓏏𓂋𓅱𓂭𓂭𓀁","Q1084","noun","","","Q499327","masculine","","","witness","EN"
"77770","L1383250","mtr.w","𓂸𓏏𓂋𓅱𓂭𓂭𓀁𓏪","Q1084","noun","","","Q499327","masculine","","","testimony","EN"
"77780","L1392761","mtr.w","𓂸𓏏𓂋𓅱𓂭𓂭𓁻𓏥","Q1084","noun","","","Q499327","masculine","","","[soldiers (scouts)]","EN"
"860924","L1390543","mtr.t","","Q1084","noun","","","Q1775415","feminine","","","[vegetal]","EN"
"77700","L1383006","mtr.t","𓂸𓏏𓂋𓏏𓂭𓂭𓏛","Q1084","noun","","","","","","","testimony","EN"
"77720","L1389466","mtr.t","𓂸𓏏𓂋𓏏𓄜","Q1084","noun","","","Q1775415","feminine","","","[something made of leather (?)]","EN"
"860109","L1388720","mtr.t","","Q1084","noun","","","Q1775415","feminine","","","[object made of wood]","EN"
"77710","L1383315","mtr.t","𓂸𓏏𓂋𓏏𓇳","Q1084","noun","","","Q1775415","feminine","","","midday","EN"
"859794","L1395215","mtr-r-ꞽm.ït","","Q1084","noun","","","Q499327","masculine","","","song","EN"
"77790","L1388151","mtrḥ","𓂸𓂋𓎛𓆱","Q1084","noun","","","Q499327","masculine","","","[object made of wood (a weapon?)]","EN"
"77800","L1389467","mtrḫ.t","𓂸𓏏𓂋𓐍𓏏𓎅","Q1084","noun","","","Q1775415","feminine","","","strainer","EN"
"77810","L1389461","mtḥn.t","𓂸𓏏𓎛𓈖𓏏𓁐","Q1084","noun","","","Q1775415","feminine","","","concubine (?)","EN"
"77820","L1396009","mtḏꞽ","𓅓𓂝𓍘𓇋𓍑𓄿𓇋𓏲𓄜𓏥","Q1084","noun","","","Q499327","masculine","","","lashes of a whip (Sem. loan word)","EN"
"856424","L1387381","mṯꜣ","","Q24905","verb","","","","","","","to wrap around; to cover; to envelope","EN"
"77850","L1392762","mṯꜣ","𓅓𓂝𓅷𓄿𓏴𓂡","Q1084","noun","","","Q499327","masculine","","","[verb]","EN"
"77840","L1383287","mṯꜣ","𓅓𓂝𓅷𓏤𓂺","Q1084","noun","","","Q499327","masculine","","","phallus","EN"
"77860","L1385890","mṯꜣ","𓅓𓅷𓄿𓀁","Q24905","verb","","","","","","","to challenge","EN"
"77880","L1390548","mṯꜣ","","Q1084","noun","","","Q499327","masculine","","","insolent person","EN"
"77890","L1389468","mṯꜣi̯","𓅓𓂝𓅷𓏏𓂡","Q24905","verb","","","","","","","land-heritage (?)","EN"
"77910","L1386237","mṯꜣm","𓅓𓅷𓄿𓅓𓋳","Q1084","noun","","","Q499327","masculine","","","[a woman's (?) garment]","EN"
"77920","L1387239","mṯwn","","Q1084","noun","","","Q499327","masculine","","","arena","EN"
"77930","L1392760","mṯpn.t","𓅓𓍿𓊪𓈖𓏏𓏯","Q1084","noun","","","Q1775415","feminine","","","[apron (or similar)]","EN"
"77970","L1384711","mṯn","𓅓𓂝𓍿𓈖𓌙𓅯𓀀","Q1084","noun","","","Q499327","masculine","","","guide","EN"
"77960","L1382156","mṯn","𓅓𓍿𓈖𓈐","Q1084","noun","","","Q499327","masculine","","","road; path; (correct) path (through life) (metaph.)","EN"
"77950","L1386236","mṯn","𓅓𓍿𓈖𓌚","Q24905","verb","","","","","","","to assign (places)","EN"
"78010","L1389464","mṯn-pšn","𓅓𓂝𓏏𓈖𓏌𓏲𓌙𓅯𓈇𓊪𓈙𓈖𓏌𓏲𓈇𓏤","Q1084","noun","","","Q499327","masculine","","","cross-road","EN"
"859205","L1390545","mṯt","","Q1084","noun","","","","","","","[substantive]","EN"
"78080","L1390475","mdꜣm","","Q1084","noun","","","Q499327","masculine","","","lashing(s) (?) (naut.)","EN"
"78150","L1380158","mdw","𓌃𓂧𓅱𓀁","Q1084","noun","","","Q499327","masculine","","","word; speech","EN"
"78130","L1382569","mdw","𓌃𓏤𓆱","Q1084","noun","","","Q499327","masculine","","","staff; sacred staff","EN"
"78210","L1385872","mdw.w","𓌃𓅱𓅱","Q1084","noun","","","Q499327","masculine","","","caller (who sets the rhythm for work)","EN"
"78030","L1381786","mdw.t","𓌃𓂧𓏏𓀁","Q1084","noun","","","Q1775415","feminine","","","word; speech; matter","EN"
"78040","L1396257","mdw.t-pḥ.tï","𓌃𓀁𓄇𓄇𓏏","Q1084","noun","","","Q1775415","feminine","","","honour","EN"
"78050","L1392646","mdw.t-n-ḫꜣm","𓌃𓂧𓏏𓀁𓈖𓆼𓄿𓅓𓂢𓂡","Q1084","noun","","","Q499327","masculine","","","[service provided (by Ushebtis)","EN"
"78200","L1392647","mdw.t-qn.w","𓌃𓅱𓀁𓏪𓈎𓏌𓏴𓂡𓏪","Q1084","noun","","","Q1775415","feminine","","","honour","EN"
"859270","L1396258","mdw.t-qnꞽ.w","","Q1084","noun","","","Q1775415","feminine","","","malignancy","EN"
"78180","L1394568","mdw.tï","𓌃𓂧𓅱𓏏𓏭𓀁𓀀","Q1084","noun","","","","","","","talker","EN"
"851284","L1395208","mdw-ꞽꜣw","𓌃𓀗","Q1084","noun","","","Q499327","masculine","","","staff of age","EN"
"78190","L1385476","mdw-nṯr","𓊹𓌃","Q1084","noun","","","Q499327","masculine","","","god's word(s); sacred writings; hieroglyphs","EN"
"78140","L1380149","mdwi̯","𓌃𓂧𓅱𓀁","Q24905","verb","","","","","","","to speak; to claim","EN"
"600462","L1385871","mdn","𓅓𓂝𓂧𓈖𓄔𓏛","Q1084","noun","","","","","","","rest","EN"
"78220","L1389398","mdn","𓅓𓂝𓂧𓈖𓄔𓏛","Q24905","verb","","","","","","","to relax; to be relaxed","EN"
"854403","L1390471","mdns","","Q1084","noun","","","","","","","rest","EN"
"78310","L1387074","mds","","Q1084","noun","","","Q499327","masculine","","","knife","EN"
"78290","L1383913","mds","𓅓𓂧𓋴𓌪","Q1084","noun","","","Q499327","masculine","","","violent one","EN"
"78280","L1383042","mds","𓅓𓂧𓋴𓌪","Q24905","verb","","","","","","","to be sharp; to do violence","EN"
"855651","L1390473","mds.t","","Q1084","noun","","","Q1775415","feminine","","","violence","EN"
"78330","L1389397","mdd","𓌳𓄿𓂧𓏭𓂧𓏭𓏊","Q1084","noun","","","","","","","[a vessel for wine; for milk (Sem. loan word)]: [a measure for wine]","EN"
"78340","L1383448","mḏ","𓎆","Q63116","numeral","","","","","","","ten","EN"
"78360","L1384041","mḏ","𓎓","Q24905","verb","","","","","","","to be deep","EN"
"881009","L1390467","mḏ","","Q24905","verb","","","","","","","to anoint","EN"
"78370","L1384834","mḏ.t","𓅓𓆓𓏏𓎅","Q1084","noun","","","Q1775415","feminine","","","binding; hobble","EN"
"78390","L1382453","mḏ.t","𓅓𓆓𓏏𓎯","Q1084","noun","","","Q1775415","feminine","","","oil; unguent","EN"
"78380","L1382931","mḏ.t","𓎓𓏏𓉐","Q1084","noun","","","Q1775415","feminine","","","byre","EN"
"850603","L1395990","mḏ.tï","𓎆𓏏𓊛","Q1084","noun","","","Q499327","masculine","","","[a boat (""Tener""?)]","EN"
"78430","L1392648","mḏꜣ","𓅓𓂝𓍑𓄿𓌽𓇠","Q1084","noun","","","Q499327","masculine","","","block (of pressed dates as a unit of measure)","EN"
"854516","L1395992","mḏꜣ.y","","Q1084","noun","","","Q499327","masculine","","","the one who belongs to the Medja land","EN"
"850954","L1395633","mḏꜣ.yt","","Q1084","noun","","","Q1775415","feminine","","","female Medja-Nubian","EN"
"78510","L1389400","mḏꜣ.w","𓅓𓍑𓄿𓊛𓅱","Q1084","noun","","","Q499327","masculine","","","adversary","EN"
"500684","L1387723","mḏꜣ.t","","Q1084","noun","","","Q1775415","feminine","","","head covering, hood, cap","EN"
"78470","L1381993","mḏꜣ.t","𓅓𓍑𓏏𓏛","Q1084","noun","","","Q1775415","feminine","","","papyrus book; letter; document","EN"
"78500","L1386851","mḏꜣ.t","","Q1084","noun","","","Q1775415","feminine","","","wooden stake; wooden peg","EN"
"78480","L1383894","mḏꜣ.t","𓏛𓏏𓏤𓈔","Q1084","noun","","","Q1775415","feminine","","","chisel","EN"
"860241","L1392649","mḏꜣ.t","","Q1084","noun","","","Q1775415","feminine","","","mummy binding","EN"
"78520","L1396973","mḏꜣ.t-Ḥꜥpï","𓏛𓏏𓏤𓍼𓏥𓎛𓂝𓊪𓏭𓈘𓈗𓈘𓈇𓀭","Q1084","noun","","","Q1775415","feminine","","","[term for the festival of offering for the Nile]","EN"
"78540","L1395991","mḏꜣꞽ","","Q1084","noun","","","Q499327","masculine","","","[an offering]","EN"
"78580","L1389401","mḏꜣb","𓅓𓍑𓏲𓃀𓂡","Q24905","verb","","","","","","","to bail out (a boat)","EN"
"78590","L1386878","mḏꜣb.t","","Q1084","noun","","","Q1775415","feminine","","","bailing scoop","EN"
"78600","L1390474","mḏꜣb.t","","Q1084","noun","","","Q1775415","feminine","","","drainer (for bilge?)","EN"
"855235","L1392650","mḏꜥ","","Q24905","verb","","","","","","","to cultivate","EN"
"857429","L1392651","mḏꜥ.w","","Q1084","noun","","","Q499327","masculine","","","catcher, trapper","EN"
"78610","L1383276","mḏw.t","𓎓𓅱𓏏𓉐","Q1084","noun","","","Q1775415","feminine","","","depth","EN"
"78270","L1392645","mḏnb.w","","Q1084","noun","","","Q499327","masculine","","","boundary stone","EN"
"78630","L1386215","mḏr","𓅓𓇥𓂋𓂸","Q1084","noun","","","Q499327","masculine","","","[noun]","EN"
"78650","L1384384","mḏri̯","𓅓𓇥𓂋","Q24905","verb","","","","","","","to turn to","EN"
"78680","L1385095","mḏḥ","𓅓𓂧𓎛𓋜","Q1084","noun","","","Q499327","masculine","","","fillet","EN"
"78670","L1386214","mḏḥ","𓅓𓆓𓎛𓍼","Q1084","noun","","","Q499327","masculine","","","strip of cloth","EN"
"854517","L1392641","mḏḥ","","Q24905","verb","","","","","","","to thoroughly prepare","EN"
"78740","L1383224","mḏḥ.w","𓋜𓎛𓅱𓀜","Q1084","noun","","","Q499327","masculine","","","carpenter; shipwright","EN"
"888701","L1392644","mḏḥ.w","","Q1084","noun","","","Q499327","masculine","","","Salbenkoch","DE"
"854480","L1390470","mḏḥ.w-ꜥḥꜥ","","Q1084","noun","","","Q499327","masculine","","","ship builder","EN"
"855706","L1388699","mḏḥ.w-qd.w-nzw","","Q1084","noun","","","Q499327","masculine","","","architect of the king","EN"
"78710","L1392642","mḏḥ.t","𓅓𓆓𓎛𓏏𓆱𓈓","Q1084","noun","","","Q1775415","feminine","","","carpentry","EN"
"854642","L1392643","mḏḥ.t","","Q1084","noun","","","Q1775415","feminine","","","mortar","EN"
"78760","L1384835","mḏq.t","𓅓𓂝𓆓𓈎𓍘𓇋𓏊","Q1084","noun","","","Q1775415","feminine","","","[a large vessel, for beer and oil (Sem. loan word)]","EN"
"78770","L1386557","mḏd","","Q24905","verb","","","","","","","to hit; to press hard on; to follow (something)","EN"
"889202","L1390468","mḏd","","Q1084","noun","","","Q499327","masculine","","","Treffer","DE"
"78780","L1390469","mḏd","","Q1084","noun","","","Q499327","masculine","","","dues (in the form of service and/or products)","EN"
"868028","L1392637","mḏd.w","","Q1084","noun","","","Q499327","masculine","","","finish, surface dressing; measure","EN"
"857343","L1392638","mḏd.wt","","Q1084","noun","","","Q1775415","feminine","","","fitting","EN"
"78820","L1392640","mḏd-ꜥ","","Q1084","noun","","","Q499327","masculine","","","need, hardship (or similar]","EN"
"400276","L1388698","Mḏdw","","Q147276","proper noun","Q115642102","royal name","","","","","[Horus-name of Cheops]","EN"
"884102","L1397161","Mḏdw-rʾ-Nb.tï","","Q147276","proper noun","Q115642102","royal name","","","","","[Nebtiname von Cheops]","DE"
"854641","L1392639","mḏdf.t","","Q1084","noun","","","Q1775415","feminine","","","(chisel (used in the Opening-of-the-Mouth ritual))","EN"
"850806","L1380198","n","𓂜","Q184943","grammatical particle","","","","","","","[particle of negation]","EN"
"400042","L1385358","n","𓈖","Q184943","grammatical particle","","","","","","","through, by; on the part of; [introduction to the agent for the passive]","EN"
"78870","L1380150","n","𓈖","Q4833830","preposition","","","","","","","[preposition]","EN"
"80016","L1382550","n","𓈖𓏥","Q36224","pronoun","Q468801","personal pronoun","","","","","we (depen. pron., 1st per. pl.)","EN"
"868217","L1392804","n=ṯn","","Q184943","grammatical particle","","","","","","","[particle]","EN"
"850787","L1391476","n.ï","𓈖","Q34698","adjective","Q1054545","nisba","","","","","belonging to","EN"
"79880","L1396747","n.ï-ꞽb","𓈖𓄣𓏤","Q1084","noun","","","Q499327","masculine","","","darling","EN"
"400282","L1395140","N.ï-wsr-Rꜥw","","Q147276","proper noun","Q115642102","royal name","","","","","Neuserre","EN"
"859736","L1396452","N.ï-mꜣꜥ.t-n.t-Rꜥw","","Q147276","proper noun","Q115642102","royal name","","","","","[Thronname Chendjers]","DE"
"400117","L1395005","N.ï-mꜣꜥ.t-Rꜥw","","Q147276","proper noun","Q115642102","royal name","","","","","Nimaatre (throne name of Amenemhat III)","EN"
"867605","L1396453","N.ï-mꜣꜥ-ḫrw-Rꜥw","","Q147276","proper noun","Q115642102","royal name","","","","","[Thronname Amenemhets IV.]","DE"
"79890","L1391590","n.ï-mrw.t","𓈖𓌸𓂋𓅱𓏏𓏥","Q34698","adjective","","","","","","","beloved","EN"
"881249","L1396454","N.ï-nzw-ḥw","","Q147276","proper noun","Q115642102","royal name","","","","","Huni","DE"
"882266","L1391811","N.ï-nṯr","","Q147276","proper noun","Q115642102","royal name","","","","","Ninetjer","DE"
"882494","L1391985","N.ï-nṯr-nb.tï","","Q147276","proper noun","Q115642102","royal name","","","","","[Nebtiname Ninetjers]","DE"
"888179","L1397216","n.ï-ḥzw.t","","Q34698","adjective","","","","","","","lobenswert","DE"
"79900","L1391651","n.ï-s.t-ꞽb","𓈖𓊨𓏏𓄣","Q1084","noun","","","Q499327","masculine","","","favorite","EN"
"60082","L1394267","n.ï-sï","","Q34698","adjective","Q1054545","nisba","","","","","belonging to someone","EN"
"60081","L1391564","n.ï-sw","","Q34698","adjective","Q1054545","nisba","","","","","belonging to someone","EN"
"650053","L1394622","n.ï-sw","","Q1084","noun","","","Q499327","masculine","","","associate, relative","EN"
"863237","L1394367","N.ï-sw-bꜣ-nb-Ḏd.t","","Q147276","proper noun","Q115642102","royal name","","","","","Smendes","EN"
